step,x,y,z,yaw,lane_id,segment_id,parent_segment_id,lane_side,direction,direction_group,connect_next
50,-24.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
51,-24.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
52,-25.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
53,-25.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
54,-26.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
55,-26.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
56,-27.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
57,-27.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
58,-28.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
59,-28.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
60,-29.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
61,-29.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
62,-30.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
63,-30.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
64,-31.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
65,-31.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
66,-32.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
67,-32.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
68,-33.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
69,-33.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
70,-34.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
71,-34.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
72,-35.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
73,-35.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
74,-36.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
75,-36.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
76,-37.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
77,-37.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
78,-38.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
79,-38.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
80,-39.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
81,-39.500,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,1
82,-40.000,49.500,0.500,180.000,H_y48.0_x-40.0_-20.0_reverse_right,H_y48.0_x-40.0_-20.0,H_y48.0_x-40.0_-20.0,right,reverse,reverse_right,0
83,-41.500,48.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
84,-41.500,47.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
85,-41.500,47.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
86,-41.500,46.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
87,-41.500,46.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
88,-41.500,45.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
89,-41.500,45.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
90,-41.500,44.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
91,-41.500,44.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
92,-41.500,43.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
93,-41.500,43.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
94,-41.500,42.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
95,-41.500,42.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
96,-41.500,41.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
97,-41.500,41.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
98,-41.500,40.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
99,-41.500,40.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
100,-41.500,39.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
101,-41.500,39.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
102,-41.500,38.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
103,-41.500,38.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
104,-41.500,37.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
105,-41.500,37.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
106,-41.500,36.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
107,-41.500,36.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
108,-41.500,35.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
109,-41.500,35.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
110,-41.500,34.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
111,-41.500,34.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
112,-41.500,33.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
113,-41.500,33.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
114,-41.500,32.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
115,-41.500,32.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
116,-41.500,31.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
117,-41.500,31.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
118,-41.500,30.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
119,-41.500,30.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
120,-41.500,29.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
121,-41.500,29.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
122,-41.500,28.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
123,-41.500,28.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
124,-41.500,27.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
125,-41.500,27.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
126,-41.500,26.500,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,1
127,-41.500,26.000,0.500,-90.000,V_x-40.0_y26.0_48.0_forward_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,forward,forward_right,0
128,-38.500,26.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
129,-38.500,26.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
130,-38.500,27.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
131,-38.500,27.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
132,-38.500,28.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
133,-38.500,28.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
134,-38.500,29.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
135,-38.500,29.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
136,-38.500,30.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
137,-38.500,30.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
138,-38.500,31.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
139,-38.500,31.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
140,-38.500,32.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
141,-38.500,32.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
142,-38.500,33.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
143,-38.500,33.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
144,-38.500,34.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
145,-38.500,34.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
146,-38.500,35.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
147,-38.500,35.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
148,-38.500,36.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
149,-38.500,36.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
150,-38.500,37.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
151,-38.500,37.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
152,-38.500,38.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
153,-38.500,38.500,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
154,-38.500,39.000,0.500,90.000,V_x-40.0_y26.0_48.0_reverse_right,V_x-40.0_y26.0_48.0,V_x-40.0_y26.0_48.0,right,reverse,reverse_right,1
