step,x,y,z,yaw,lane_id,direction_group,segment_id,parent_segment_id,lane_side,direction,connect_next
297,23.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
298,23.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
299,24.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
300,24.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
301,25.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
302,25.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
303,26.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
304,26.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
305,27.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
306,27.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
307,28.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
308,28.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
309,29.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
310,29.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
311,30.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
312,30.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
313,31.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
314,31.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
315,32.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
316,32.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
317,33.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
318,33.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
319,34.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
320,34.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
321,35.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
322,35.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
323,36.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
324,36.769,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
325,37.269,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,1
326,37.500,-35.500,0.500,0.000,H_y-34.0_x20.0_40.0_reverse_right,reverse_right,H_y-34.0_x20.0_40.0,H_y-34.0_x20.0_40.0,right,reverse,0
