step,x,y,z,yaw,lane_id,segment_id,segment_type,direction,source,target,connect_next
889,-20.000,9.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
890,-20.000,8.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
891,-20.000,8.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
892,-20.000,7.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
893,-20.000,7.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
894,-20.000,6.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
895,-20.000,6.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
896,-20.000,5.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
897,-20.000,5.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
898,-20.000,4.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
899,-20.000,4.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
900,-20.000,3.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
901,-20.000,3.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
902,-20.000,2.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
903,-20.000,2.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
904,-20.000,1.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
905,-20.000,1.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
906,-20.000,0.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
907,-20.000,0.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
908,-20.000,-0.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
909,-20.000,-1.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
910,-20.000,-1.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
911,-20.000,-2.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
912,-20.000,-2.500,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,1
913,-20.000,-3.000,0.500,-90.000,V_x-20.0_y-3.0_26.0_rev,V_x-20.0_y-3.0_26.0_rev,straight,bidirectional,J_m20p00_26p00,J_m20p00_m3p00,0
914,-20.000,26.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
915,-20.000,26.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
916,-20.000,27.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
917,-20.000,27.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
918,-20.000,28.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
919,-20.000,28.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
920,-20.000,29.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
921,-20.000,29.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
922,-20.000,30.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
923,-20.000,30.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
924,-20.000,31.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
925,-20.000,31.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
926,-20.000,32.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
927,-20.000,32.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
928,-20.000,33.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
929,-20.000,33.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
930,-20.000,34.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
931,-20.000,34.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
932,-20.000,35.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
933,-20.000,35.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
934,-20.000,36.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
935,-20.000,36.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
936,-20.000,37.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
937,-20.000,37.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
938,-20.000,38.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
939,-20.000,38.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
940,-20.000,39.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
941,-20.000,39.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
942,-20.000,40.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
943,-20.000,40.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
944,-20.000,41.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
945,-20.000,41.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
946,-20.000,42.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
947,-20.000,42.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
948,-20.000,43.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
949,-20.000,43.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
950,-20.000,44.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
951,-20.000,44.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
952,-20.000,45.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
953,-20.000,45.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
954,-20.000,46.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
955,-20.000,46.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
956,-20.000,47.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
957,-20.000,47.500,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,1
958,-20.000,48.000,0.500,90.000,V_x-20.0_y26.0_48.0_fwd,V_x-20.0_y26.0_48.0_fwd,straight,bidirectional,J_m20p00_26p00,J_m20p00_48p00,0
959,-20.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
960,-20.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
961,-21.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
962,-21.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
963,-22.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
964,-22.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
965,-23.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
966,-23.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
967,-24.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
968,-24.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
969,-25.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
970,-25.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
971,-26.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
972,-26.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
973,-27.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
974,-27.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
975,-28.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
976,-28.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
977,-29.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
978,-29.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
979,-30.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
980,-30.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
981,-31.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
982,-31.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
983,-32.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
984,-32.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
985,-33.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
986,-33.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
987,-34.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
988,-34.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
989,-35.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
990,-35.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
991,-36.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
992,-36.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
993,-37.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
994,-37.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
995,-38.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
996,-38.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
997,-39.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
998,-39.500,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,1
999,-40.000,-3.000,0.500,180.000,H_y-3.0_x-40.0_-20.0_rev,H_y-3.0_x-40.0_-20.0_rev,straight,bidirectional,J_m20p00_m3p00,J_m40p00_m3p00,0
1000,-20.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1001,-19.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1002,-19.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1003,-18.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1004,-18.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1005,-17.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1006,-17.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1007,-16.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1008,-16.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1009,-15.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1010,-15.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1011,-14.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1012,-14.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1013,-13.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1014,-13.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1015,-12.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1016,-12.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1017,-11.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1018,-11.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1019,-10.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1020,-10.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1021,-9.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1022,-9.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1023,-8.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1024,-8.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1025,-7.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1026,-7.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1027,-6.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1028,-6.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1029,-5.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1030,-5.000,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
1031,-4.500,-3.000,0.500,0.000,H_y-3.0_x-20.0_20.0_fwd,H_y-3.0_x-20.0_20.0_fwd,straight,bidirectional,J_m20p00_m3p00,J_20p00_m3p00,1
